index,pagey,descriptiony,yasearchlink,titley,linky
1,"(['1'],)",Новостистандартам WorldSkills завершился в Московском ПолитехеФутболисты Московского Политеха – чемпионы мира по футзалу,,Московский Политех - Главная страница,http://mospolytech.ru/
