index,titley,yasearchlink,descriptiony,pagey,linky
1,Московский Политех - Главная страница,,Новостистандартам WorldSkills завершился в Московском ПолитехеФутболисты Московского Политеха – чемпионы мира по футзалу,"(['1'],)",http://mospolytech.ru/
